date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:55:45	1100/1100	---M-Z	200	added ('OK')	text/plain	etag:%22e356bc8a6ecdb1:0%22	https://www.bikatadventures.com/robots.txt		(from )
16:55:45	83410/83410	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Dec%202025%2011:25:47%20GMT	https://www.bikatadventures.com/	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/index.html	(from )
16:55:46	194901/194901	---M-Z	200	added ('OK')	text/css	etag:%22a25c75a6155cd91:0%22	https://www.bikatadventures.com/content/frontend/bootstrap-5.2.3-dist/css/bootstrap.min.css	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/content/frontend/bootstrap-5.2.3-dist/css/bootstrap.min.css	(from https://www.bikatadventures.com/)
16:55:47	106992/106992	---M-Z	200	added ('OK')	text/css	etag:%225ec1ccc5584ddc1:0%22	https://www.bikatadventures.com/Content/frontend/Custom.min.css?v=2.2	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Content/frontend/Custom.min6da2.css	(from https://www.bikatadventures.com/)
16:55:47	9279/9279	---M-Z	200	added ('OK')	text/css	etag:%22e28d726e6ff6db1:0%22	https://www.bikatadventures.com/Content/frontend/NewFooter.min.css?v=2.1	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Content/frontend/NewFooter.minf195.css	(from https://www.bikatadventures.com/)
16:55:48	475/475	---M-Z	200	added ('OK')	text/css	etag:%224e94ab8cff0db1:0%22	https://www.bikatadventures.com/Content/frontend/AnnouncementBar.min.css	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Content/frontend/AnnouncementBar.min.css	(from https://www.bikatadventures.com/)
16:55:49	3351/3351	---M-Z	200	added ('OK')	text/css	etag:%224ff0274a61a8d71:0%22	https://www.bikatadventures.com/Assets_Itinerary/css/Owl/owl.carousel.min.css	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Assets_Itinerary/css/Owl/owl.carousel.min.css	(from https://www.bikatadventures.com/)
16:55:50	59305/59305	---M-Z	200	added ('OK')	text/css	etag:%22c79037bbd534d91:0%22	https://www.bikatadventures.com/fonts/frontend/fontawesome-5.15.4/css/all.min.css	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/fonts/frontend/fontawesome-5.15.4/css/all.min.css	(from https://www.bikatadventures.com/)
16:55:50	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Fri,%2012%20Dec%202025%2011:25:52%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/Bikataventures/www.googletagmanager.com/gtm.65445.delayed	(from https://www.bikatadventures.com/)
16:55:51	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Fri,%2012%20Dec%202025%2011:25:52%20GMT	http://connect.facebook.net/en_US/fbevents.js	C:/My%20Web%20Sites/Bikataventures/connect.facebook.net/en_US/fbevents.7.delayed	(from https://www.bikatadventures.com/)
16:55:52	354172/354172	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2012%20Dec%202025%2011:25:53%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/My%20Web%20Sites/Bikataventures/connect.facebook.net/en_US/fbevents.js	(from https://www.bikatadventures.com/)
16:55:53	1013/1013	---M-Z	200	added ('OK')	text/css	etag:%2221e5384a61a8d71:0%22	https://www.bikatadventures.com/Assets_Itinerary/css/Owl/owl.theme.default.min.css	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Assets_Itinerary/css/Owl/owl.theme.default.min.css	(from https://www.bikatadventures.com/)
16:55:53	69727/69727	---M-Z	200	added ('OK')	text/css	etag:%22ac27f84961a8d71:0%22	https://www.bikatadventures.com/Assets_Itinerary/css/Owl/animate.css	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Assets_Itinerary/css/Owl/animate.css	(from https://www.bikatadventures.com/)
16:55:53	17600/17600	---M-Z	200	added ('OK')	text/css	etag:%22a989e66210f3db1:0%22	https://www.bikatadventures.com/Assets_Itinerary/css/home.css?v=2.3	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Assets_Itinerary/css/home2d4c.css	(from https://www.bikatadventures.com/)
16:55:53	11545/11545	---M--	200	added ('OK')	image/png	etag:%227d4bb46092bddb1:0%22	https://www.bikatadventures.com/images/frontend/BikatLogo_New.png	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/images/frontend/BikatLogo_New.png	(from https://www.bikatadventures.com/)
16:55:55	89378/89378	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Dec%202025%2011:25:56%20GMT	https://www.bikatadventures.com/Home/Blogs	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Home/Blogs.html	(from https://www.bikatadventures.com/)
16:55:56	87305/87305	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Dec%202025%2011:25:57%20GMT	https://www.bikatadventures.com/Home/Blogs/Latest%20Updates	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Home/Blogs/Latest%20Updates.html	(from https://www.bikatadventures.com/)
16:55:57	88156/88156	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Dec%202025%2011:25:58%20GMT	https://www.bikatadventures.com/Home/Blogs/Contests	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Home/Blogs/Contests.html	(from https://www.bikatadventures.com/)
16:55:58	89870/89870	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Dec%202025%2011:25:59%20GMT	https://www.bikatadventures.com/Home/Blogs/Practicing%20Sustainability	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Home/Blogs/Practicing%20Sustainability.html	(from https://www.bikatadventures.com/)
16:55:59	89104/89104	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Dec%202025%2011:26:00%20GMT	https://www.bikatadventures.com/Home/Blogs/Practicing%20Safety	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Home/Blogs/Practicing%20Safety.html	(from https://www.bikatadventures.com/)
16:56:00	87979/87979	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Dec%202025%2011:26:01%20GMT	https://www.bikatadventures.com/Home/Blogs/Know-How	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Home/Blogs/Know-How.html	(from https://www.bikatadventures.com/)
16:56:01	89464/89464	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Dec%202025%2011:26:02%20GMT	https://www.bikatadventures.com/Home/Blogs/Informative	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Home/Blogs/Informative.html	(from https://www.bikatadventures.com/)
16:56:02	89297/89297	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Dec%202025%2011:26:03%20GMT	https://www.bikatadventures.com/Home/Blogs/Our%20Book%20of%20Adventures	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Home/Blogs/Our%20Book%20of%20Adventures.html	(from https://www.bikatadventures.com/)
16:56:03	82123/82123	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Dec%202025%2011:26:04%20GMT	https://www.bikatadventures.com/Home/Blogs/The%20Opinion%20Corner	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Home/Blogs/The%20Opinion%20Corner.html	(from https://www.bikatadventures.com/)
16:56:04	88133/88133	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Dec%202025%2011:26:05%20GMT	https://www.bikatadventures.com/Home/Blogs/Picture%20Blogs	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Home/Blogs/Picture%20Blogs.html	(from https://www.bikatadventures.com/)
16:56:05	88708/88708	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Dec%202025%2011:26:06%20GMT	https://www.bikatadventures.com/Home/Blogs/Trekkers%e2%80%99-Blogs	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Home/Blogs/Trekkers%e2%80%99-Blogs.html	(from https://www.bikatadventures.com/)
16:56:06	170189/170189	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Dec%202025%2011:26:07%20GMT	https://www.bikatadventures.com/Home/find_your_next_adventure	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Home/find_your_next_adventure.html	(from https://www.bikatadventures.com/)
16:56:07	58977/58977	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Dec%202025%2011:26:08%20GMT	https://www.bikatadventures.com/Home/Pages/rent-gear	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Home/Pages/rent-gear.html	(from https://www.bikatadventures.com/)
16:56:08	103998/103998	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Dec%202025%2011:26:09%20GMT	https://www.bikatadventures.com/Home/Pages/careers	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Home/Pages/careers.html	(from https://www.bikatadventures.com/)
16:56:09	59461/59461	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Dec%202025%2011:26:10%20GMT	https://www.bikatadventures.com/Account/Login	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Account/Login.html	(from https://www.bikatadventures.com/)
16:56:11	64564/64564	---M--	200	added ('OK')	image/jpeg	etag:%229513ad84dd39dc1:0%22	https://www.bikatadventures.com/images/Slider/400X600/img-11219-Bikat-Adventures.jpg	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/images/Slider/400X600/img-11219-Bikat-Adventures.jpg	(from https://www.bikatadventures.com/)
16:56:12	253413/253413	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Dec%202025%2011:26:13%20GMT	https://www.bikatadventures.com/Home/Itinerary/brahmatal-trek	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Home/Itinerary/brahmatal-trek.html	(from https://www.bikatadventures.com/)
16:56:13	18014/18014	---M--	200	added ('OK')	image/jpeg	etag:%22f3c1a9b4dd39dc1:0%22	https://www.bikatadventures.com/images/Slider/400X600/img-11220-Bikat-Adventures.jpg	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/images/Slider/400X600/img-11220-Bikat-Adventures.jpg	(from https://www.bikatadventures.com/)
16:56:15	256819/256819	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Dec%202025%2011:26:16%20GMT	https://www.bikatadventures.com/Home/Itinerary/kedarkantha-trek	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Home/Itinerary/kedarkantha-trek.html	(from https://www.bikatadventures.com/)
16:56:16	26779/26779	---M--	200	added ('OK')	image/jpeg	etag:%2277da5f12de39dc1:0%22	https://www.bikatadventures.com/images/Slider/400X600/img-11221-Bikat-Adventures.jpg	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/images/Slider/400X600/img-11221-Bikat-Adventures.jpg	(from https://www.bikatadventures.com/)
16:56:18	247231/247231	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Dec%202025%2011:26:19%20GMT	https://www.bikatadventures.com/Home/Itinerary/Kuari-pass-trek	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Home/Itinerary/Kuari-pass-trek.html	(from https://www.bikatadventures.com/)
16:56:18	35482/35482	---M--	200	added ('OK')	image/jpeg	etag:%2271f9d14ade39dc1:0%22	https://www.bikatadventures.com/images/Slider/400X600/img-11222-Bikat-Adventures.jpg	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/images/Slider/400X600/img-11222-Bikat-Adventures.jpg	(from https://www.bikatadventures.com/)
16:56:21	240913/240913	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Dec%202025%2011:26:21%20GMT	https://www.bikatadventures.com/Home/Itinerary/Chopta-chandrashila-trek	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Home/Itinerary/Chopta-chandrashila-trek.html	(from https://www.bikatadventures.com/)
16:56:21	38959/38959	---M--	200	added ('OK')	image/jpeg	etag:%22c56f5a72df39dc1:0%22	https://www.bikatadventures.com/images/Slider/400X600/img-11223-Bikat-Adventures.jpg	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/images/Slider/400X600/img-11223-Bikat-Adventures.jpg	(from https://www.bikatadventures.com/)
16:56:22	64680/64680	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Dec%202025%2011:26:23%20GMT	https://www.bikatadventures.com/Home/expedition/Skiing	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Home/expedition/Skiing.html	(from https://www.bikatadventures.com/)
16:56:23	119727/119727	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Dec%202025%2011:26:24%20GMT	https://www.bikatadventures.com/Home/find_your_next_adventure?page=1&brs=&price=&duration=&altitude=&month=10&region=&category=&feature=&distance=&sort_by=default	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Home/find_your_next_adventuref513.html	(from https://www.bikatadventures.com/)
16:56:23	48635/48635	---M--	200	added ('OK')	image/jpeg	etag:%221a27d5c727fdb1:0%22	https://www.bikatadventures.com/images/Tag/img-April-Bikat-Adventures.jpg	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/images/Tag/img-April-Bikat-Adventures.jpg	(from https://www.bikatadventures.com/)
16:56:23	107860/107860	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Dec%202025%2011:26:25%20GMT	https://www.bikatadventures.com/Home/find_your_next_adventure?page=1&brs=&price=&duration=&altitude=&month=11&region=&category=&feature=&distance=&sort_by=default	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Home/find_your_next_adventuref24d.html	(from https://www.bikatadventures.com/)
16:56:24	67406/67406	---M--	200	added ('OK')	image/jpeg	etag:%22699e71ed15fd91:0%22	https://www.bikatadventures.com/images/Tag/img-August-Bikat-Adventures.jpeg	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/images/Tag/img-August-Bikat-Adventures.jpg	(from https://www.bikatadventures.com/)
16:56:25	137589/137589	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Dec%202025%2011:26:26%20GMT	https://www.bikatadventures.com/Home/find_your_next_adventure?page=1&brs=&price=&duration=&altitude=&month=12&region=&category=&feature=&distance=&sort_by=default	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Home/find_your_next_adventure64b7.html	(from https://www.bikatadventures.com/)
16:56:26	80722/80722	---M--	200	added ('OK')	image/jpeg	etag:%225ba03330d15fd91:0%22	https://www.bikatadventures.com/images/Tag/img-July-Bikat-Adventures.jpg	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/images/Tag/img-July-Bikat-Adventures.jpg	(from https://www.bikatadventures.com/)
16:56:27	152563/152563	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Dec%202025%2011:26:28%20GMT	https://www.bikatadventures.com/Home/find_your_next_adventure?page=1&brs=&price=&duration=&altitude=&month=1&region=&category=&feature=&distance=&sort_by=default	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Home/find_your_next_adventure942d.html	(from https://www.bikatadventures.com/)
16:56:28	62070/62070	---M--	200	added ('OK')	image/png	etag:%224648b144d15fd91:0%22	https://www.bikatadventures.com/images/Tag/img-June-Bikat-Adventures.png	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/images/Tag/img-June-Bikat-Adventures.png	(from https://www.bikatadventures.com/)
16:56:29	140652/140652	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Dec%202025%2011:26:30%20GMT	https://www.bikatadventures.com/Home/find_your_next_adventure?page=1&brs=&price=&duration=&altitude=&month=2&region=&category=&feature=&distance=&sort_by=default	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Home/find_your_next_adventure5be1.html	(from https://www.bikatadventures.com/)
16:56:30	74228/74228	---M--	200	added ('OK')	image/jpeg	etag:%22b4a57055d15fd91:0%22	https://www.bikatadventures.com/images/Tag/img-May-Bikat-Adventures.jpg	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/images/Tag/img-May-Bikat-Adventures.jpg	(from https://www.bikatadventures.com/)
16:56:31	155421/155421	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Dec%202025%2011:26:32%20GMT	https://www.bikatadventures.com/Home/find_your_next_adventure?page=1&brs=&price=&duration=&altitude=&month=3&region=&category=&feature=&distance=&sort_by=default	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Home/find_your_next_adventure268c.html	(from https://www.bikatadventures.com/)
16:56:32	67965/67965	---M--	200	added ('OK')	image/png	etag:%22a7f68863d15fd91:0%22	https://www.bikatadventures.com/images/Tag/img-September-Bikat-Adventures.png	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/images/Tag/img-September-Bikat-Adventures.png	(from https://www.bikatadventures.com/)
16:56:33	71975/71975	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Dec%202025%2011:26:34%20GMT	https://www.bikatadventures.com/Home/Pages/Skiing	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Home/Pages/Skiing.html	(from https://www.bikatadventures.com/)
16:56:34	20665/20665	---M--	200	added ('OK')	image/png	etag:%22f40752387bed71:0%22	https://www.bikatadventures.com/images/Tag/150X150/img-gulmarg-skiing-courses-Bikat-Adventures.png	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/images/Tag/150X150/img-gulmarg-skiing-courses-Bikat-Adventures.png	(from https://www.bikatadventures.com/)
16:56:35	67700/67700	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Dec%202025%2011:26:36%20GMT	https://www.bikatadventures.com/Home/Pages/kayaking	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Home/Pages/kayaking.html	(from https://www.bikatadventures.com/)
16:56:36	28835/28835	---M--	200	added ('OK')	image/png	etag:%226979bca3585d81:0%22	https://www.bikatadventures.com/images/Tag/150X150/img-kayaking-courses-Bikat-Adventures.png	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/images/Tag/150X150/img-kayaking-courses-Bikat-Adventures.png	(from https://www.bikatadventures.com/)
16:56:37	107902/107902	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Dec%202025%2011:26:38%20GMT	https://www.bikatadventures.com/Home/find_your_next_adventure?page=1&brs=&price=&duration=&altitude=6000-7000|7000-1000000&month=&region=&category=&feature=&distance=&sort_by=default	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Home/find_your_next_adventureda31.html	(from https://www.bikatadventures.com/)
16:56:38	19772/19772	---M--	200	added ('OK')	image/png	etag:%22decc3bcd8819d71:0%22	https://www.bikatadventures.com/images/Tag/150X150/img-mountaineering-expeditions-202-Bikat-Adventures.png	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/images/Tag/150X150/img-mountaineering-expeditions-202-Bikat-Adventures.png	(from https://www.bikatadventures.com/)
16:56:39	122833/122833	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Dec%202025%2011:26:40%20GMT	https://www.bikatadventures.com/Home/find_your_next_adventure?page=1&brs=&price=&duration=&altitude=&month=&region=Nepal&category=&feature=&distance=&sort_by=default	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Home/find_your_next_adventure07a6.html	(from https://www.bikatadventures.com/)
16:56:40	26375/26375	---M--	200	added ('OK')	image/png	etag:%22a2d994178819d71:0%22	https://www.bikatadventures.com/images/Tag/150X150/img-nepal-treks-Bikat-Adventures.png	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/images/Tag/150X150/img-nepal-treks-Bikat-Adventures.png	(from https://www.bikatadventures.com/)
16:56:41	108614/108614	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Dec%202025%2011:26:42%20GMT	https://www.bikatadventures.com/Home/SearchTags?searchstring=Offbeat-Trails	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Home/SearchTags52f2.html	(from https://www.bikatadventures.com/)
16:56:42	21010/21010	---M--	200	added ('OK')	image/png	etag:%2292cabc678819d71:0%22	https://www.bikatadventures.com/images/Tag/150X150/img-Offbeat-Trails-Bikat-Adventures.png	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/images/Tag/150X150/img-Offbeat-Trails-Bikat-Adventures.png	(from https://www.bikatadventures.com/)
16:56:43	62581/62581	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Dec%202025%2011:26:44%20GMT	https://www.bikatadventures.com/Home/Search?searchstring=scuba	C:/My%20Web%20Sites/Bikataventures/www.bikatadventures.com/Home/Search3cec.html	(from https://www.bikatadventures.com/)
